[2023-01-27 15:55:42,015] Register - Step 01: Navigate to 'Register' page
[2023-01-29 22:42:29,354] Register - Step 06:  Input to 'Email' textbox with value is: 'abc47105@mail.com'
[2023-01-29 22:42:29,436] Register - Step 07:  Check to 'Newsletter' checkbox
[2023-01-29 22:42:29,476] Register - Step 08:  Input to 'Password' textbox with value is: '123456'
[2023-01-29 22:42:29,560] Register - Step 09:  Input to 'Confirm Password' textbox with value is: '123456'
[2023-01-29 22:42:29,639] Register - Step 10: Click to 'Register' button
[2023-01-29 22:42:30,317] Register - Step 11: Verify register success message is displayed
[2023-01-29 22:42:30,421] Login - Step 01: Navigate to 'Login' page
[2023-01-29 22:42:31,169] Login - Step 02:  Input to 'Email' textbox with value is: 'abc47105@mail.com'
[2023-01-29 22:42:31,250] Login - Step 03:  Input to 'Password' textbox with value is: '123456'
[2023-01-29 22:42:31,326] Login - Step 04: Click to 'Login' button
[2023-01-29 22:42:31,946] Login - Step 05: Verify 'My Account' link is displayed
[2023-01-29 22:42:32,010] Login - Step 06: Navigate to 'Customer Info' page
[2023-01-29 22:42:32,372] Login - Step 07: Verify 'Customer Info' page is displayed
[2023-01-29 22:42:32,435] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-01-29 22:42:32,793] My_Account - Step 02: Verify 'Customer Info' page is displayed
[2023-01-29 22:42:32,854] My_Account - Step 03: Verify registered 'First Name' value is displayed
[2023-01-29 22:42:32,914] My_Account - Step 04: Verify registered 'Last Name' value is displayed
[2023-01-29 22:42:32,975] My_Account - Step 05: Verify registered 'Email' value is displayed
[2023-01-29 22:42:33,041] OS name = Windows 11
[2023-01-29 22:42:33,041] Driver instance name = firefoxdriver: firefox on windows (06b73199-7c65-4eaa-9190-1d46acdc56f1)
[2023-02-18 15:32:16,174] OS name = Windows 11
[2023-02-18 15:32:16,175] 
[2023-02-18 15:36:15,981] Login - Step 01: Navigate to 'Login' page
[2023-02-18 15:36:15,987] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-02-18 15:36:36,301] OS name = Windows 11
[2023-02-18 15:36:36,301] Driver instance name = chromedriver: chrome on windows (01a08a1afc44c6595197790399aa5468)
[2023-02-18 15:36:36,322] disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=110.0.5481.104)
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'MSI', ip: '192.168.101.106', os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.15.1'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 110.0.5481.104, chrome: {chromedriverVersion: 110.0.5481.77 (65ed616c6e8e..., userDataDir: C:\Users\FELIX\AppData\Loca...}, goog:chromeOptions: {debuggerAddress: localhost:57876}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:virtualAuthenticators: true}
Session ID: 01a08a1afc44c6595197790399aa5468
[2023-02-18 15:38:37,489] Login - Step 01: Navigate to 'Login' page
[2023-02-18 15:38:37,494] MyAccount - Step 01: Navigate to 'Customer Info' page
[2023-02-18 15:39:07,535] OS name = Windows 11
[2023-02-18 15:39:07,535] Driver instance name = chromedriver: chrome on windows (2cccc3937b16cda8e3f451ca802ea427)
